objective_0,objective_1,raw_output_0,raw_output_1,knob_0,knob_1,knob_2,knob_3,knob_4,knob_5,knob_6,knob_7,knob_8,knob_9,knob_10,knob_11,metric_0,metric_1,metric_2,metric_3,metric_4,metric_5,metric_6,metric_7,metric_8,metric_9,metric_10,metric_11,metric_12,metric_13,metric_14,metric_15,metric_16,metric_17,metric_18,metric_19,metric_20,metric_21,metric_22,metric_23
0.025449229,0.2214080917,0.0041491967,0.969592375,0.3333333333,0,0.6666666667,0.1,0.3,0,0,0.4,1,0,0.8888888889,0.7777777778,0.8706924109,0.2513589853,0.6770164691,0.0643789198,0.1667042647,0.1648801669,0.2457903628,0.8587317712,0.4256957361,0.7383388006,0.67701647,0.7736140671,0.5089307926,0.0280370981,0,0.9054400611,0.774094614,0.6780774872,0,0.7740945236,0.6450904255,0.7358140598,0.7744478764,0.6863775159
0.3534501811,0.8403950303,0.3527583374,0.1946738405,0,0.2222222222,0.6666666667,0.3,0.5,0,0,0.5,0.75,0.8888888889,0,0.1111111111,0.8936595699,0.1869580145,0.804642645,0.0352445975,0.1018111021,0.1072941701,0.1637505862,0.2830466954,0.2319475708,0.4229432679,0.8046426493,0.4856938827,0.090833082,0.0072617651,0,0.0993829319,0.4857518617,0.3864890481,0,0.4857528204,0.2109264966,0.4333491939,0.485539983,0.3925067795
0.1094809853,0.5479452055,0.09345666,0.5608317745,0.1111111111,0.3333333333,1,0.6,0.9,0,0,0.9,0.625,0,0.1111111111,0.3333333333,0.8942619569,0.1478790066,0.7709720363,0.0490270726,0.0951289258,0.1010971863,0.1852037798,0.5652210907,0.312222911,0.6934202967,0.7709720365,0.6727243002,0.1273973437,0.0134852945,0,0.7706014808,0.6730693992,0.5458309889,0,0.6730693297,0.4050362235,0.5362406956,0.6733886354,0.5529783593
0.1070159631,0.5418126792,0.0908384785,0.5685110152,0.2222222222,0.3333333333,1,0.8,0.4,0,0.2,1,0.625,0,0.4444444444,0.3333333333,0.8771392596,0.128471641,0.7159669084,0.0506158691,0.0913983012,0.0956865684,0.1902098603,0.5680162813,0.3188368084,0.6977035682,0.7159669118,0.6634553785,0.1178973504,0.0135826995,0,0.7718342802,0.662942597,0.5315118291,0,0.6629447026,0.3867211769,0.4964296039,0.6667196344,0.5387157566
0.2160719446,0.7276999044,0.2067372598,0.3357965775,0,0.2222222222,0.3333333333,0.6,0.8,0,1,0.6,0.875,0.1111111111,0.2222222222,0.4444444444,0.8695262311,0.5102408755,0.7223135152,0.0553101684,0.2861401129,0.2755422769,0.2578098479,0.2838638704,0.2641814318,0.550128894,0.7223135167,0.6364025406,0.2207894441,0.0238898188,0,0.7958849787,0.6359159493,0.5159342071,0,0.6359180011,0.4866923542,0.5828669119,0.6391444033,0.524687194
0.2706254356,0.7819369226,0.2647150515,0.2678784594,0.3333333333,0,0,0.6,0.5,1,1,0.5,1,0.1111111111,0.7777777778,0.3333333333,0.8585910056,0.4828967975,0.747162529,0.0437889447,0.2437762634,0.2343434043,0.2019942452,0.2452184295,0.1953221426,0.4245733784,0.74716253,0.490903549,0.1438816908,0.0188024964,0,0.7641681315,0.490254803,0.4224997385,0,0.49025764,0.3327013067,0.4652532646,0.4938424342,0.4299371177
0.1049589446,0.5242911755,0.0886522574,0.5904462261,0.1111111111,0,0.6666666667,0.3,0.5,1,0,0.6,0.75,0.3333333333,0.3333333333,0.5555555556,0.8495188694,0.4708924662,0.7099591082,0.0636469651,0.2977264134,0.2824061106,0.300879678,0.4658821089,0.3775495574,0.5616613759,0.7099591077,0.7418608516,0.3117146187,0.0274467448,0,0.7596435334,0.7419210077,0.6053418659,0,0.7419219873,0.6121075357,0.7007680238,0.7429950603,0.614311336
0.2879145912,0.7947594775,0.2830938397,0.2518788295,0.5555555556,0,0,0.7,0.2,0,0,0.6,0.25,0,0.2222222222,0.1111111111,0.9147773685,0.0716723228,0.7584710738,0.0366325363,0.0534767089,0.0640135622,0.158232915,0.5054268093,0.252561451,0.5559602621,0.7584710732,0.5049864117,0.0775374052,0.0056823368,0,0.6628483785,0.5052010122,0.3945009063,0,0.5052017273,0.1736761075,0.3890812472,0.5049261147,0.3996980927
0.1161960458,0.5608474036,0.1005873075,0.5446880515,0.1111111111,0,0,0,0.5,1,0.4,0.2,0.875,0.1111111111,0.1111111111,0.5555555556,0.9078128194,0.49574749,0.7461066118,0.0645041374,0.2975072141,0.293525726,0.3016693123,0.4289398905,0.3497760578,0.6317119242,0.7461066127,0.7194584847,0.733447857,0.0295632448,0,0.1218824298,0.7190704468,0.605684698,0,0.7190719864,0.5777011176,0.7019697874,0.7215812223,0.6154388423
0.1695765262,0.6654985664,0.1573220575,0.4136174657,0.6666666667,0,0.6666666667,0.7,0.9,0,0,1,0.875,0,0.2222222222,0.2222222222,0.8968449732,0.1184513172,0.7189924994,0.0437586306,0.0761450151,0.0835661072,0.1663613152,0.2866545957,0.2704026835,0.6048851779,0.7189925038,0.5742465936,0.107016127,0.0099052283,0,0.7138408213,0.5745477459,0.4456096789,0,0.5745468261,0.2710915282,0.4012563176,0.5747325006,0.4499413279
0.1062509563,0.5383880217,0.0900141873,0.5728311664,0.3333333333,0.1111111111,0.6666666667,1,0.5,0,0.4,0.1,0.875,0.6666666667,0.1111111111,0.6666666667,0.8885765296,0.57099578,0.6882458124,0.0773061545,0.3441108073,0.3333900672,0.3144761365,0.6078254006,0.3708609863,0.6620544449,0.6882458127,0.7723057623,0.7163535508,0.049601149,0,0.7866226773,0.7721905431,0.6385525596,0,0.7721913461,0.6248673477,0.7144927813,0.773767347,0.6476647053
0.1654624892,0.6552245938,0.152961504,0.4265369387,0.1111111111,0.3333333333,1,0.4,0.4,0,1,0.9,0.5,0.1111111111,0.1111111111,0.4444444444,0.8567519071,0.4484477305,0.7313585422,0.0593493144,0.2750365116,0.2628730365,0.2819006146,0.3288599872,0.3134053424,0.564762101,0.7313585425,0.6329731854,0.6696038299,0.0259999455,0,0.8193067134,0.6329399755,0.529332998,0,0.6329414707,0.4593134214,0.6057420563,0.6339329418,0.5372610775
0.1048229434,0.510035043,0.0885069497,0.6082476816,0.1111111111,0.2222222222,0.3333333333,0.4,1,1,0.2,0,1,0.2222222222,0.4444444444,1,0.3144314761,0.1654292859,0.4393047201,0.0598825151,0.1579995394,0.0798485361,0.1112799527,0.8438901836,0.3494103219,0.6383285441,0.4393047219,0.6850233549,0.3855650035,0.0288468195,0,0.7914608793,0.6849804024,0.7252443787,0,0.6849807245,0.6786875482,0.6258109866,0.6871864336,0.7302657045
0.6192815735,0.9398693852,0.6352749091,0.0702011356,0.4444444444,0.1111111111,0.6666666667,0.3,0.5,0,0.2,0.4,0.625,0.3333333333,0,0.1111111111,0.6813884431,0.249752893,0.6558600557,0.0179371526,0.1125471581,0.0918599879,0.0729344432,0.1254309633,0.0459685348,0.1652712713,0.6558600595,0.1896288833,0.0401354683,0.0082666282,0,0.6111085402,0.1893772631,0.1678651388,0,0.1893782157,0.0497440642,0.1797378194,0.1912736704,0.1711408322
0.6037264335,0.9359668684,0.6187481341,0.0750712204,0.4444444444,0.2222222222,1,0.1,0.7,1,0.4,0.3,1,0,0.4444444444,0,0.9142881273,0.0261967239,0.7537179063,0.0156743501,0.0104074875,0.0232292219,0.0774831122,0.0415719304,0.1203131365,0.3092795527,0.7537179094,0.2530310708,0.0207871256,0.001280594,0,0.617162622,0.252662606,0.1794851768,0,0.2526632642,0.0487520852,0.1864274167,0.2534880071,0.1823956524
0.090440814,0.4906817458,0.0732218955,0.6325108566,0,0.8888888889,0.6666666667,0.7,0.9,0,0,0.5,1,0.1111111111,0.3333333333,1,0.8265273775,0.6412773108,0.7919039313,0.2931464663,0.4995133185,0.4617068937,0.4720319477,0.7168503108,0.7331247443,0.6218766838,0.791903935,0.8742766187,0.5888205761,0.3624429261,0,0.7744968481,0.8744617768,0.898474766,0,0.8744643727,0.6264981135,0.7913880983,0.8716027134,0.9011233489
0.0768746919,0.4524530105,0.05879812,0.6803881262,0,0.7777777778,0.6666666667,1,0.6,1,0.4,0.6,1,0.3333333333,0.1111111111,0.7777777778,0.861918748,0.5595858889,0.6908633253,0.07564728,0.3663563667,0.3482897112,0.3489065162,0.6728681871,0.4179172228,0.6674020568,0.6908633253,0.7830060433,0.8128072937,0.0351233325,0,0.9059107491,0.7829828474,0.6680733466,0,0.7829836074,0.6489418519,0.765123462,0.7851432854,0.6782778153
0.6037264335,0.9354890092,0.61875606,0.0756872517,0.1111111111,0.2222222222,1,0.7,0.7,1,0.8,0.5,0.625,0.1111111111,0.1111111111,0.1111111111,0.7285532057,0.2017021161,0.8477468408,0.0289529552,0.1338744484,0.1161118513,0.1726666452,0.1318984128,0.1955970521,0.27455006,0.8477468438,0.2936268175,0.0434249508,0.0078331876,0,0.3192619529,0.293514215,0.2255791754,0,0.293514836,0.1169085039,0.3045112567,0.2939625093,0.2306766717
0.1184570661,0.5641127748,0.1030007371,0.540554296,0.1111111111,0.2222222222,1,1,0.5,1,0.2,0.8,0.875,0.4444444444,0.2222222222,0.5555555556,0.9116860008,0.5154987446,0.7187449973,0.0632564844,0.3090834845,0.3052153188,0.3074122823,0.4202918428,0.3615193991,0.6506136916,0.7187449974,0.7498107524,0.7754650281,0.0276792057,0,0.8539545437,0.7498487512,0.6034575959,0,0.7498493048,0.5786020668,0.700089271,0.7509507198,0.6123311678
0.5858762729,0.9302325581,0.5997709421,0.0822547276,0.2222222222,0,0,0.6,1,0,0.8,0.1,0.625,0.7777777778,0,0.1111111111,0.7238632455,0.2081065736,0.8690376687,0.0279378558,0.1342318018,0.1158191324,0.1660577361,0.1341943763,0.183835909,0.2706936062,0.8690376725,0.2895506696,0.0463271163,0.0078228765,0,0.5240936712,0.2896452763,0.2277417638,0,0.2896465657,0.1262252479,0.306415945,0.2891030791,0.231546286
0.0818217364,0.4674259318,0.0640529766,0.6615991698,0,0.7777777778,1,0.1,0.7,1,0.4,1,1,0.6666666667,0.1111111111,0.7777777778,0.858105767,0.6276188194,0.7001614766,0.0728504631,0.3887530064,0.368124005,0.3307828943,0.6686805847,0.3896938103,0.6429793487,0.7001614799,0.7577032004,0.7885771169,0.036994984,0,0.9017502351,0.7575087795,0.6508801782,0,0.7575100518,0.6848460295,0.7489275645,0.7598445573,0.6608122111
0.107440967,0.542529468,0.0912796857,0.5675671388,0.4444444444,0.2222222222,0,0.8,1,0,0.4,0.3,1,0.1111111111,0.5555555556,0.6666666667,0.8936518646,0.5674308398,0.7121938626,0.0695521294,0.3444221133,0.3347623575,0.3195144998,0.592511178,0.3738888869,0.6426986845,0.7121938643,0.7654390496,0.753800328,0.0336000561,0,0.8955597615,0.765455357,0.6247005617,0,0.7654568646,0.6468377952,0.7216265501,0.7667374633,0.6337337665
0.1309861789,0.5965275565,0.1163096059,0.5000218123,0.2222222222,0.2222222222,0,0.3,0.3,1,1,0.3,0.75,0,0.5555555556,0.6666666667,0.8761524794,0.3359398853,0.7169867939,0.05871084,0.1908037554,0.1880809961,0.2224902784,0.5537203178,0.3397301477,0.6471326092,0.7169867969,0.7107887984,0.1126887479,0.0231812542,0,0.1197095721,0.7098993685,0.5593184621,0,0.7099021458,0.5857735983,0.5914895958,0.7149133468,0.5693696903
0.5773081958,0.9223478815,0.5906759981,0.0920795024,0,0,0,0.3,0.4,1,0.4,0.9,0.375,0.6666666667,0,0.1111111111,0.7220331074,0.2472984492,0.7246668437,0.0194636586,0.1087799026,0.0934694606,0.0786314339,0.1489508637,0.0571575232,0.1855681244,0.7246668474,0.1987465328,0.0308751022,0.007931256,0,0.5313663098,0.1985123187,0.1758911945,0,0.1985121836,0.0565795482,0.1785453041,0.2005094796,0.1795701958
0.0786597079,0.4593819688,0.0607003305,0.6717372481,1,0,0.3333333333,0.1,0.2,1,0.4,0.7,1,0.2222222222,0.4444444444,0.7777777778,0.8777369815,0.5893291699,0.6941983617,0.0719940984,0.3746735586,0.3595430398,0.3450759877,0.6488425403,0.3984610514,0.6505810638,0.6941983647,0.7547820467,0.8020412365,0.0356465581,0,0.1266708316,0.7546846718,0.6519158458,0,0.7546862128,0.6420075941,0.7448354594,0.7569140695,0.6615866506
0.4384679462,0.8820484231,0.4431146584,0.1426125811,0.1111111111,0,0,0.9,1,0,0.8,0.8,0.125,0.1111111111,0.1111111111,0.2222222222,0.7814214561,0.3280798105,0.8272937891,0.0413819637,0.2058143637,0.1871307985,0.227097796,0.2214098867,0.2346267535,0.3637477637,0.8272937896,0.3910106166,0.1500237206,0.0155756181,0,0.5920431566,0.3910111214,0.3063365255,0,0.3910122359,0.196320042,0.3543720814,0.3913830486,0.311547773
0.140217262,0.6138101306,0.126113916,0.4783404168,0.1111111111,1,0.3333333333,0.6,0.2,0,1,1,1,0.2222222222,0.1111111111,0.6666666667,0.8741594885,0.6338611942,0.6859750968,0.0668399945,0.3771163437,0.3610089423,0.3147101486,0.5204043369,0.3294988029,0.6520598281,0.6859750971,0.7557960909,0.5258738892,0.0321896844,0,0.8517835026,0.755541966,0.6010545155,0,0.7555434406,0.6912426961,0.7068880037,0.7568531241,0.6106653182
0.6146065315,0.9382765212,0.6303185938,0.0721999326,0.5555555556,0.2222222222,1,0.9,0.7,0,0.6,0.1,0.875,0,0,0,0.8886621046,0.0599020456,0.7347264162,0.0096943281,0.0035868549,0.0148177729,0.0182139817,0.037852086,0.0311611969,0.2127451862,0.7347264207,0.1717947627,0.0170430021,0.0014973424,0,0.6146575198,0.1714703617,0.1331008361,0,0.1714697103,0.0054645143,0.0991485165,0.1725083215,0.134578555
0.8570457134,0.9817617076,0.8879875405,0.0177380016,0.2222222222,0.2222222222,0,0.6,0.3,0,0.4,0.7,0.875,0.2222222222,0.2222222222,0,0.6347379948,0.0255233163,0.4320846964,0.0060699767,0.0164108121,0.0060888649,0.0217476505,0.0079746968,0.0300973182,0.0651270452,0.4320846957,0.0725978375,0.0421944547,0.0005305078,0,0.4643877595,0.072613089,0.0508592744,0,0.0726122489,0.1087404793,0.0656704923,0.0727603973,0.0522570139
0.6177005593,0.9394711692,0.6336051909,0.0706783616,0.1111111111,0.5555555556,0.6666666667,0.3,0.9,0,0.4,0.2,0.75,0.7777777778,0,0.1111111111,0.706446979,0.2181167202,0.7610725834,0.0240052074,0.1232671638,0.1041174529,0.1280067084,0.1325458223,0.1300683035,0.2167768464,0.7610725833,0.2396359305,0.0586234604,0.0081371401,0,0.6149957694,0.2395800843,0.2005531754,0,0.2395809813,0.0782986545,0.2423077528,0.2405916966,0.2044729892
0.0599085392,0.3888977381,0.0407746752,0.7599711814,0.2222222222,0.1111111111,0.3333333333,0.7,0.7,0,0,0,1,0.5555555556,0.1111111111,0.7777777778,0.7275279347,0.0998849009,0.7581142595,0.0705254208,0.1101891268,0.0953487734,0.2204400606,0.8868344269,0.4720030672,0.7945796937,0.7581142637,0.8392087421,0.4542762249,0.0262972745,0,0.7998676557,0.8398648164,0.7264557693,0,0.8398639828,0.7196995132,0.9005761078,0.8392503664,0.7373919306
0.0828077453,0.4721248805,0.0651124021,0.6556979596,0.6666666667,0,0.3333333333,0.3,0.5,0,0.4,1,0.875,0.2222222222,0.3333333333,0.7777777778,0.8736960475,0.5879752276,0.7079476935,0.0736343159,0.3778438426,0.3615804401,0.3495519433,0.6260871353,0.4058202569,0.6292199635,0.7079476952,0.7575837095,0.8047141313,0.0377826628,0,0.8871578739,0.7576188382,0.6577626891,0,0.7576186247,0.7032205659,0.7946195722,0.7594810846,0.66840523
0.0910528195,0.498407136,0.0738612496,0.6228566141,0.1111111111,0.3333333333,0.3333333333,0,0.9,0,1,0.2,0.75,0,0.2222222222,0.7777777778,0.8594590244,0.3385933597,0.700799087,0.0621082782,0.2021184471,0.1960059444,0.2373321441,0.6139891892,0.3651842993,0.7189396966,0.7007990903,0.7564695674,0.1883775003,0.0268061866,0,0.1259815174,0.7562553434,0.6136086774,0,0.7562561407,0.6031034712,0.6456438911,0.7591293033,0.6234286733
0.3027217245,0.8073431029,0.2988385948,0.23604841,0.3333333333,0,0,0.3,0.7,0,0,0,0.375,0.8888888889,0,0.1111111111,0.8930995074,0.0727816075,0.8059220974,0.0354795976,0.0514266858,0.0600006394,0.1447893207,0.4540847906,0.2442956865,0.5322538178,0.8059221001,0.5307669017,0.0799257632,0.0054270002,0,0.6363621353,0.5310064931,0.4362674004,0,0.5310073374,0.2203970599,0.5064558278,0.5294430616,0.4428587446
0.6153715383,0.9388340236,0.6311362802,0.0714688911,0,0,1,0.4,0.4,0,1,1,0.75,0.3333333333,0.2222222222,0.1111111111,0.7089238114,0.2449159108,0.6784103238,0.0192687761,0.109331301,0.0923906042,0.0778488496,0.1543876632,0.057511038,0.2108343601,0.6784103241,0.2153421787,0.0289174616,0.0081897348,0,0.6200790905,0.2151544032,0.185630741,0,0.215153988,0.0685945538,0.1921023708,0.2166377278,0.1883945066
0.1167910511,0.5592545397,0.1012253406,0.546672307,0,0.5555555556,1,1,0.6,0,0.4,0.3,0.875,0.3333333333,0.3333333333,0.5555555556,0.8988903809,0.4758088949,0.7589919461,0.067133568,0.300152071,0.2942782348,0.3191314127,0.4290154307,0.3837254885,0.6835260647,0.7589919466,0.7648594745,0.7364086749,0.0287341517,0,0.7643215178,0.7647155832,0.6184579707,0,0.7647162761,0.5620778864,0.7079105802,0.7666279987,0.6288445326
0.1675025075,0.6576138898,0.1551147007,0.4235242017,0.5555555556,0.2222222222,0.6666666667,0.6,0.7,0,0.8,0.7,0.875,0.2222222222,0.1111111111,0.4444444444,0.8679221908,0.4345384293,0.7345688117,0.0612719599,0.271591775,0.2617476405,0.2910955699,0.3442335719,0.3359265772,0.5832178721,0.7345688159,0.635222496,0.6571034658,0.0253030123,0,0.8220926043,0.6352641629,0.5342662508,0,0.635264413,0.4413025576,0.5888819901,0.636940162,0.5416800485
0.0811247301,0.466310927,0.0633079441,0.6630519991,0.2222222222,0.3333333333,0.6666666667,0.1,0,1,0.4,0.1,0.875,0.1111111111,0.6666666667,0.7777777778,0.861089936,0.5818098004,0.6931374414,0.0729490045,0.3686414945,0.3502185989,0.3350243196,0.6518188598,0.3969219301,0.6265090494,0.6931374417,0.746484617,0.7983738145,0.0364425607,0,0.7838129532,0.7462825461,0.6518658785,0,0.7462834376,0.6814711965,0.7642659242,0.7487022111,0.6611134833
0.3334070007,0.8281299777,0.3314562214,0.2100521512,0.2222222222,0.5555555556,1,0.6,0.6,1,0.6,0,0.875,0.8888888889,0,0.8888888889,0.0667389571,0.1269654798,0.5573643666,0.0550619501,0.2098165449,0.0770056538,0.1392771283,0.5487169314,0.3351378324,0.468751645,0.557364367,0.6031627737,0.4510082293,0.0232171273,0,0.6346249281,0.6038036817,0.6259589727,0,0.6038034698,0.5362541916,0.5993750601,0.6046022207,0.6356328521
0.5107185965,0.9032335139,0.6278232635,0.0723453477,0,0.4444444444,0.3333333333,0.7,0.5,1,0.8,0.6,0.875,0.2222222222,0.1111111111,0.1111111111,0.6969149175,0.2766821114,0.7293488657,0.0185869007,0.1232008303,0.1028744699,0.078901312,0.1350815289,0.0554871371,0.163785758,0.7293488658,0.1903429233,0.0679760688,0.0084846617,0,0.6145896545,0.1902618041,0.161027936,0,0.1902627672,0.0448346544,0.1553417267,0.1907852745,0.1628449881
0.0500824507,0.3270946161,0.0595761769,0.6758194473,0,0.2222222222,1,0,0.2,0,0.6,1,1,0,0.6666666667,0.4444444444,0.8890612495,0.1988398895,0.7649757469,0.0554535148,0.1306485886,0.1337461939,0.2202404188,0.3738010071,0.3709170786,0.7181428215,0.76497575,0.7418489693,0.1927974858,0.0174437151,0,0.895629624,0.7414590272,0.5947155607,0,0.7414614593,0.4429616737,0.5850074419,0.7440325892,0.6024870502
0.3625622631,0.8367314431,0.4450525354,0.1420243108,0,0.1111111111,0.3333333333,0.3,1,0,0.4,0.4,0.875,0.3333333333,0.1111111111,0.2222222222,0.7765467835,0.3341354818,0.8157310443,0.0416440439,0.207489049,0.1878547261,0.2235232823,0.218323018,0.2308497242,0.3482154288,0.8157310462,0.3771238273,0.1231432085,0.0151875246,0,0.6846840312,0.3769359049,0.3059910517,0,0.376936673,0.1832429402,0.3543752978,0.3781734161,0.3119654437
0.7746799721,0.9655941383,0.9534566071,0.0070169409,0.7777777778,0,1,0.6,0.7,0,0.4,0.4,0.875,1,0,0,0.6053584249,0.0364304541,0.4251548773,0.0032403274,0.0199542824,0.0066038848,0.013294637,0.0029593128,0.0125134269,0.0235673914,0.4251548769,0.0321263929,0.0059189718,0.0003048624,0,0.4439037729,0.0321718796,0.0247050522,0,0.0321721134,0.071254116,0.0403678596,0.0322616665,0.0257418596
0.1300511705,0.5783689073,0.1582282494,0.41259295,0,0.1111111111,0,0.5,0.2,1,0.2,0.2,0.875,0.1111111111,0.2222222222,0.4444444444,0.8612590413,0.492647614,0.8399974434,0.0586616709,0.2911598219,0.2786156373,0.2766797339,0.3295808322,0.3051439333,0.6102244321,0.8399974453,0.6349973604,0.6027469247,0.0254899241,0,0.7143022013,0.6347204439,0.4975179102,0,0.6347234971,0.4259649657,0.5352547776,0.6363929741,0.5052712788
0.7843020587,0.9674259318,0.9653295712,0.0050974612,0.8888888889,0,0.6666666667,0.1,0.2,1,0,0.9,0.5,0.6666666667,0,0,0.5815732726,0.0159402784,0.3507089944,0.0048395032,0.0169860922,0.0022166999,0.0179911431,0.0028066948,0.0252284576,0.0357392875,0.3507089955,0.0349652316,0,0.0003038003,0,0.5089865535,0.0350336168,0.0312650887,0,0.0350339658,0.0894213486,0.0505995906,0.0355842275,0.0327588848
0.0265032385,0.2015769353,0.0304683929,0.8073024833,0.4444444444,0.1111111111,0.6666666667,0.8,0.5,1,0.2,0.2,1,0.5555555556,0.1111111111,0.7777777778,0.8429928227,0.5593500866,0.6913014923,0.0811865049,0.3588978374,0.3372505311,0.3299753165,0.7144312441,0.4156084462,0.6546677334,0.6913014969,0.746443362,0.6674623666,0.0483361293,0,0.910295246,0.7465248936,0.6423768778,0,0.7465250837,0.6451739716,0.7192983043,0.7486502339,0.651207943
0.7533447801,0.9624084103,0.9271426949,0.0103271179,0.1111111111,0.5555555556,0.6666666667,0.1,1,1,0.8,0.6,1,0.7777777778,0.1111111111,0,0.6137835827,0.0380458166,0.4904428249,0.0058818682,0.0220977079,0.0090729445,0.0197838346,0.0080541868,0.028250247,0.0620987521,0.4904428268,0.0640686564,0.023356796,0.0005485027,0,0.5270879301,0.0641511694,0.0478201387,0,0.0641513785,0.0849936964,0.0652953361,0.0643147262,0.0493712786
0.2441731976,0.741956037,0.2989957914,0.2412516277,0.1111111111,0.6666666667,1,1,1,0,1,0.7,0.875,0.2222222222,0.5555555556,0.3333333333,0.8113696942,0.4121455648,0.7403623875,0.0463135321,0.2342153179,0.2175396284,0.2219885196,0.4427051691,0.221165386,0.4209568535,0.7403623871,0.4444961106,0.3506907361,0.020136991,0,0.1045824456,0.4444458757,0.3952141222,0,0.4444474515,0.2878235744,0.4221012587,0.4459530911,0.4004604699
0.0286792581,0.2148773495,0.0331684751,0.7933320554,0,0.2222222222,1,0.7,0.4,0,0,0.3,1,0,0,0.5555555556,0.8773495212,0.1632269983,0.74517073,0.0629806664,0.1351489061,0.1364444086,0.2644302329,0.5363213852,0.4490714886,0.7905097224,0.7451707336,0.8224005406,0.3219592601,0.0204523865,0,0.812765853,0.822818763,0.6628491902,0,0.822818167,0.5800599067,0.695747369,0.8229164761,0.6712732287
0.1606344457,0.6311723479,0.1959580668,0.35726646,0.3333333333,0.3333333333,0,0.1,0.2,1,0.2,0.2,0.875,0.1111111111,0.1111111111,0.4444444444,0.852351436,0.4412632116,0.7982048207,0.0621817106,0.2805010855,0.2670911499,0.2959032793,0.324650389,0.3348473247,0.6085581802,0.7982048209,0.6335790358,0.5882187796,0.025757283,0,0.7099307837,0.6333453529,0.5152551037,0,0.6333470769,0.4426477543,0.5884221705,0.6350928491,0.5239471575
0.4969654727,0.8984549219,0.6108513185,0.0773370524,0.3333333333,0.2222222222,0.6666666667,0.5,0.7,0,0.2,0.1,1,0,0.6666666667,0,0.924815056,0.0332021369,0.8778399467,0.0211948429,0.025449218,0.0383538655,0.1194596404,0.0428335384,0.1801139764,0.3531333635,0.877839947,0.3106358881,0.041061599,0.0011948919,0,0.0840587949,0.3103940309,0.2205246733,0,0.3103955382,0.0733188864,0.2733321895,0.3100088239,0.2245297929
0.0679156112,0.3943134756,0.0815559554,0.6054253062,0.4444444444,0.2222222222,0,1,0.7,1,0.2,0.8,1,0.1111111111,0.5555555556,0.5555555556,0.8663280907,0.4866804397,0.750833569,0.0641653071,0.2912275823,0.2796499997,0.2832081611,0.4261863542,0.3454643093,0.6827274573,0.7508335694,0.7196309498,0.6235045476,0.0289560814,0,0.8893908535,0.7194481145,0.5920227203,0,0.7194484335,0.516417794,0.6281882386,0.7213725422,0.6005138058
0.500110501,0.8994106403,0.6147363193,0.0763627711,0.2222222222,0.4444444444,1,1,0.7,0,1,0.4,1,0,0.2222222222,0,0.9043190882,0.0662227506,0.7184310594,0.0147862094,0.0100302156,0.0220841195,0.0350481297,0.0414174185,0.055542924,0.2562574816,0.7184310592,0.1957146134,0.0437948916,0.0016590806,0,0.6190766619,0.1951057139,0.144622815,0,0.1951059155,0.0136028102,0.1152642128,0.1970370518,0.1471168495
0.2202709824,0.7211691622,0.2695102072,0.2629991209,0.4444444444,0,0.3333333333,0.6,0.7,0,1,0.5,0.75,0.1111111111,0.5555555556,0.3333333333,0.8578878907,0.4263068642,0.7502904844,0.0498880412,0.2459506032,0.2362294724,0.2478555434,0.2417607731,0.2616724199,0.4752487833,0.7502904872,0.5432622121,0.1171885114,0.0187623261,0,0.66107267,0.542739467,0.4443499634,0,0.5427408372,0.3513277631,0.5106637461,0.5458127072,0.4533199671
0.1326351937,0.5747053202,0.161417094,0.4164398411,0.1111111111,0.1111111111,0.3333333333,1,0.5,0,0.4,0.1,0.375,0.4444444444,0,0.4444444444,0.8643406565,0.4853639114,0.7218943338,0.0553604678,0.2826258184,0.271305093,0.2687681733,0.3396298073,0.2933513633,0.5398952164,0.7218943333,0.6068989391,0.663515113,0.0251818657,0,0.1160592142,0.6070240657,0.5275373608,0,0.6070263529,0.3926881214,0.5736069765,0.6075878833,0.5336974145
0.0470394234,0.310210258,0.0558140272,0.6935085365,0.4444444444,0,0.6666666667,0.1,1,1,0.6,0.9,1,0.2222222222,0.5555555556,0.7777777778,0.8645000017,0.6000678824,0.7248122638,0.070291083,0.3662963632,0.3488066367,0.319006779,0.6758853393,0.3730018639,0.6427604046,0.7248122656,0.7579074063,0.7407724253,0.0372577555,0,0.7906387657,0.7577558556,0.6568730983,0,0.7577569217,0.6642240777,0.7496560814,0.7595733309,0.6657219963
0.7461707155,0.9576298184,0.91828949,0.0153875644,1,0,1,1,0.7,0,1,0.8,0.875,0.2222222222,0.1111111111,0,0.6151164634,0.0395983538,0.3967953615,0.0046239593,0.0201873676,0.0076067807,0.0136408418,0.0092776709,0.0198770655,0.0657200741,0.3967953621,0.0527819643,0.0063290734,0.0003913278,0,0.4472248496,0.0527896971,0.0389572646,0,0.0527887942,0.0874395127,0.0427300407,0.0534009091,0.0399375814
0.3610152491,0.8367314431,0.443142399,0.1420229888,0.2222222222,0.2222222222,1,0.5,0.2,1,0.6,0.2,0.75,0.1111111111,0.1111111111,0.2222222222,0.7735789655,0.3820114017,0.6642071042,0.0341631034,0.1915335569,0.1731929934,0.1549699679,0.223883625,0.1369876196,0.3378943523,0.6642071066,0.3534003172,0.1464068648,0.0149261656,0,0.6069732414,0.3534685702,0.2814532944,0,0.3534695716,0.1459205329,0.2654648885,0.3528630888,0.2837651194
